Symbol	POL SNP cum. AF	POL SNP cum. AC	POL SNP cum. AN	GnomAD NFE SNP cum. AF	GnomAD NFE SNP cum. AC	GnomAD NFE SNP cum. AN	P-value	Cum. SNP AF fold change	fisher_p	symbol	min(mean_depth)	avg(mean_depth)	max(mean_depth)	min(pct10x)	avg(pct10x)	max(pct10x)	min(pct20x)	avg(pct20x)	max(pct20x)	FILTER	pscaled_fisher_p	pscaled_P-value	diff	greater_AF_in
RRH	0.0	0	2152	1.54851e-05	1	64598	1967.99999999834	0.0	1.0	RRH	40.33	40.33000183105469	40.33	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54851e-05	NFE
RPL36AL	0.0	0	2152	4.64526e-05	3	64598	1967.99999999687	0.0	1.0	RPL36AL	36.14	36.13999938964844	36.14	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094094632	-4.64526e-05	NFE
RPL36	0.0	0	2152	4.65045e-05	3	64598	1967.99999999687	0.0	1.0	RPL36	41.66	41.65999984741211	41.66	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094094632	-4.65045e-05	NFE
RPGRIP1L	0.000464684	1	2152	0.0005732389	37	64598	1967.99999999523	-0.302886543401646	1.0	RPGRIP1L	38.63	38.630001068115234	38.63	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.29402509409427	-0.0001085549	NFE
RIPK4	0.0	0	0	0.0	0	0	0.0	0.0	1.0	RIPK4	43.72	43.720001220703125	43.72	100.0	100.0	100.0	99.61	99.61000061035156	99.61	PASS	-0.0	0.0	0.0	NFE
RPGRIP1	0.000464684	1	2152	0.0007743115	50	64598	1789.37365785144	-0.736664098253701	1.0	RPGRIP1	38.1	38.09999847412109	38.1	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2527010396162184	-0.00030962750000000004	NFE
RPE65	0.000464684	1	2152	0.0005265515	34	64598	1967.99999999999	-0.1803246718414	1.0	RPE65	37.15	37.150001525878906	37.15	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953204	-6.186749999999996e-05	NFE
ROR2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	ROR2	45.55	45.54999923706055	45.55	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
ROR1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	ROR1	35.65	35.650001525878906	35.65	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
ROGDI	0.0	0	2152	0.0002023213	13	64598	1967.99999999973	0.0	1.0	ROGDI	42.05	42.04999923706055	42.05	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094095263	-0.0002023213	NFE
ROBO3	0.0	0	2152	4.64602e-05	3	64598	1967.99999999687	0.0	1.0	ROBO3	39.16	39.15999984741211	39.16	100.0	100.0	100.0	99.58	99.58000183105467	99.58	PASS	-0.0	-3.294025094094632	-4.64602e-05	NFE
RNF216	0.0	0	0	0.0	0	0	0.0	0.0	1.0	RNF216	40.72	40.720001220703125	40.72	100.0	100.0	100.0	99.97	99.97000122070312	99.97	PASS	-0.0	0.0	0.0	NFE
RNF168	0.0	0	2152	3.09737e-05	2	64598	1967.9999999999	0.0	1.0	RNF168	37.94	37.93999862670898	37.94	100.0	100.0	100.0	97.68	97.68000030517578	97.68	PASS	-0.0	-3.2940250940953004	-3.09737e-05	NFE
RNASET2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	RNASET2	46.58	46.58000183105469	46.58	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
RNASEH1	0.0	0	2152	3.09751e-05	2	64598	1967.9999999999	0.0	1.0	RNASEH1	35.44	35.439998626708984	35.44	100.0	100.0	100.0	98.05	98.0500030517578	98.05	PASS	-0.0	-3.2940250940953004	-3.09751e-05	NFE
RNA5SP206	0.0	0	2152	1.54899e-05	1	64598	1967.99999999834	0.0	1.0											PASS	-0.0	-3.2940250940949563	-1.54899e-05	NFE
RMND1	0.0	0	2152	3.09708e-05	2	64598	1967.9999999999	0.0	1.0	RMND1	38.35	38.34999847412109	38.35	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953004	-3.09708e-05	NFE
RLBP1	0.0	0	2152	0.0001084228	7	64598	1967.99999999942	0.0	1.0	RLBP1	38.0	38.0	38.0	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940951947	-0.0001084228	NFE
RIPOR2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	RIPOR2	34.38	34.380001068115234	34.38	100.0	100.0	100.0	99.76	99.76000213623048	99.76	PASS	-0.0	0.0	0.0	NFE
SLC18A2	0.0	0	2152	1.54861e-05	1	64598	1967.99999999834	0.0	1.0	SLC18A2	39.66	39.65999984741211	39.66	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54861e-05	NFE
SLC18A3	0.0	0	2152	1.55101e-05	1	64598	1967.99999999834	0.0	1.0	SLC18A3	47.83	47.83000183105469	47.83	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.55101e-05	NFE
SLC19A2	0.0	0	2152	1.54856e-05	1	64598	1967.99999999834	0.0	1.0	SLC19A2	39.26	39.2599983215332	39.26	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54856e-05	NFE
SPG11	0.000929368	2	2152	0.0010066847	65	64598	1967.99999999885	-0.115290016963696	1.0	SPG11	36.58	36.58000183105469	36.58	100.0	100.0	100.0	99.52	99.5199966430664	99.52	PASS	-0.0	-3.294025094095069	-7.731669999999993e-05	NFE
SPAG7	0.0	0	2152	1.54847e-05	1	64598	1967.99999999834	0.0	1.0	SPAG7	37.21	37.209999084472656	37.21	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54847e-05	NFE
SPARC	0.0	0	2152	1.54856e-05	1	64598	1967.99999999834	0.0	1.0	SPARC	38.51	38.5099983215332	38.51	100.0	100.0	100.0	99.72	99.72000122070312	99.72	PASS	-0.0	-3.2940250940949563	-1.54856e-05	NFE
SPART	0.0	0	2152	0.0001858862	12	64598	1967.99999999999	0.0	1.0	SPART	36.29	36.290000915527344	36.29	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953204	-0.0001858862	NFE
SPATA16	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SPATA16	34.03	34.029998779296875	34.03	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SPEF2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SPEF2	35.56	35.560001373291016	35.56	100.0	100.0	100.0	99.98	99.9800033569336	99.98	PASS	-0.0	0.0	0.0	NFE
SPEG	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SPEG	41.48	41.47999954223633	41.48	100.0	100.0	100.0	99.87	99.87000274658205	99.87	PASS	-0.0	0.0	0.0	NFE
SPG21	0.0	0	2152	0.0001238931	8	64598	1967.99999999027	0.0	1.0	SPG21	40.25	40.25	40.25	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940931755	-0.0001238931	NFE
SMIM1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SMIM1	42.05	42.04999923706055	42.05	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SPINK2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SPINK2	40.72	40.720001220703125	40.72	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SPINT2	0.0	0	2152	0.000278741	18	64598	1800.31876911647	0.0	1.0	SPINT2	38.78	38.77999877929688	38.78	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2553494092207043	-0.000278741	NFE
SPNS2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SPNS2	40.63	40.630001068115234	40.63	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SPSB2	0.0	0	2152	0.0002632321	17	64598	1864.69713259121	0.0	1.0	SPSB2	39.3	39.29999923706055	39.3	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.270608302994159	-0.0002632321	NFE
SPTBN2	0.0	0	2152	3.09741e-05	2	64598	1967.9999999999	0.0	1.0	SPTBN2	38.36	38.36000061035156	38.36	100.0	100.0	100.0	99.72	99.72000122070312	99.72	PASS	-0.0	-3.2940250940953004	-3.09741e-05	NFE
SPTBN4	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SPTBN4	38.92	38.91999816894531	38.92	100.0	100.0	100.0	99.76	99.76000213623048	99.76	PASS	-0.0	0.0	0.0	NFE
SPAG1	0.000464684	1	2152	0.0005265757	34	64598	1967.99999999999	-0.180390975740864	1.0	SPAG1	37.08	37.08000183105469	37.08	100.0	100.0	100.0	97.37	97.37000274658205	97.37	PASS	-0.0	-3.2940250940953204	-6.189169999999998e-05	NFE
SP7	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SP7	35.66	35.65999984741211	35.66	100.0	100.0	100.0	98.48	98.4800033569336	98.48	PASS	-0.0	0.0	0.0	NFE
SP110	0.0	0	2152	0.0001548944	10	64598	1967.99999999352	0.0	1.0	SP110	38.07	38.06999969482422	38.07	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940938927	-0.0001548944	NFE
SOST	0.0	0	2152	1.54895e-05	1	64598	1967.99999999834	0.0	1.0	SOST	40.57	40.56999969482422	40.57	100.0	100.0	100.0	99.7	99.6999969482422	99.7	PASS	-0.0	-3.2940250940949563	-1.54895e-05	NFE
SON	0.0	0	2152	0.0001084258	7	64598	1967.99999999942	0.0	1.0	SON	36.41	36.40999984741211	36.41	100.0	100.0	100.0	98.75	98.75	98.75	PASS	-0.0	-3.2940250940951947	-0.0001084258	NFE
SOHLH1	0.0	0	2152	1.54837e-05	1	64598	1967.99999999834	0.0	1.0	SOHLH1	44.51	44.5099983215332	44.51	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54837e-05	NFE
SOD1	0.0	0	2152	3.09741e-05	2	64598	1967.9999999999	0.0	1.0	SOD1	39.06	39.060001373291016	39.06	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953004	-3.09741e-05	NFE
SOBP	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SOBP	37.52	37.52000045776367	37.52	100.0	100.0	100.0	99.78	99.77999877929688	99.78	PASS	-0.0	0.0	0.0	NFE
SNX17	0.0	0	2152	4.64646e-05	3	64598	1967.99999999687	0.0	1.0	SNX17	42.05	42.04999923706055	42.05	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094094632	-4.64646e-05	NFE
SNX14	0.0	0	2152	0.0001859294	12	64598	1967.99999999999	0.0	1.0	SNX14	39.43	39.43000030517578	39.43	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953204	-0.0001859294	NFE
SNX10	0.0	0	2152	3.09804e-05	2	64598	1967.9999999999	0.0	1.0	SNX10	35.55	35.54999923706055	35.55	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953004	-3.09804e-05	NFE
SNAP29	0.0	0	2152	1.54919e-05	1	64598	1967.99999999834	0.0	1.0	SNAP29	37.65	37.650001525878906	37.65	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54919e-05	NFE
SNAI2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SNAI2	40.31	40.310001373291016	40.31	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SMPD4	0.0	0	2152	1.54895e-05	1	64598	1967.99999999834	0.0	1.0	SMPD4	39.68	39.68000030517578	39.68	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54895e-05	NFE
SMOC2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SMOC2	36.78	36.77999877929688	36.78	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SMOC1	0.0	0	2152	6.19492e-05	4	64598	1967.99999998629	0.0	1.0	SMOC1	40.94	40.93999862670898	40.94	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094092297	-6.19492e-05	NFE
SMO	0.0	0	2152	0.0001238831	8	64598	1967.99999999027	0.0	1.0	SMO	43.02	43.02000045776367	43.02	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940931755	-0.0001238831	NFE
SQOR	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SQOR	35.05	35.04999923706055	35.05	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SRD5A3	0.0	0	2152	0.0001084277	7	64598	1967.99999999942	0.0	1.0	SRD5A3	36.47	36.470001220703125	36.47	100.0	100.0	100.0	99.8	99.8000030517578	99.8	PASS	-0.0	-3.2940250940951947	-0.0001084277	NFE
SRPRA	0.0	0	2152	4.64603e-05	3	64598	1967.99999999687	0.0	1.0	SRPRA	36.53	36.52999877929688	36.53	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094094632	-4.64603e-05	NFE
STT3A	0.0	0	0	0.0	0	0	0.0	0.0	1.0	STT3A	35.76	35.7599983215332	35.76	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SYNJ1	0.0	0	2152	6.19872e-05	4	64598	1967.99999998629	0.0	1.0	SYNJ1	35.68	35.68000030517578	35.68	100.0	100.0	100.0	99.62	99.62000274658205	99.62	PASS	-0.0	-3.294025094092297	-6.19872e-05	NFE
SYNE4	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SYNE4	34.1	34.099998474121094	34.1	100.0	100.0	100.0	98.83	98.83000183105467	98.83	PASS	-0.0	0.0	0.0	NFE
SYCP2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SYCP2	36.48	36.47999954223633	36.48	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SYCE1	0.0	0	2152	4.64497e-05	3	64598	1967.99999999687	0.0	1.0	SYCE1	39.36	39.36000061035156	39.36	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094094632	-4.64497e-05	NFE
SVIL	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SVIL	37.34	37.34000015258789	37.34	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SUOX	0.0	0	2152	0.0001548856	10	64598	1967.99999999352	0.0	1.0	SUOX	34.12	34.119998931884766	34.12	100.0	100.0	100.0	99.91	99.91000366210938	99.91	PASS	-0.0	-3.2940250940938927	-0.0001548856	NFE
SUN5	0.0	0	2152	1.54861e-05	1	64598	1967.99999999834	0.0	1.0	SUN5	32.46	32.459999084472656	32.46	100.0	100.0	100.0	95.93	95.93000030517578	95.93	PASS	-0.0	-3.2940250940949563	-1.54861e-05	NFE
SUMF1	0.0	0	2152	0.0001084103	7	64598	1967.99999999942	0.0	1.0	SUMF1	38.39	38.38999938964844	38.39	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940951947	-0.0001084103	NFE
SULT2B1	0.0	0	2152	4.6477e-05	3	64598	1967.99999999687	0.0	1.0	SULT2B1	34.8	34.79999923706055	34.8	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094094632	-4.6477e-05	NFE
SUGCT	0.0	0	2152	3.09751e-05	2	64598	1967.9999999999	0.0	1.0	SUGCT	38.44	38.43999862670898	38.44	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953004	-3.09751e-05	NFE
SUFU	0.0	0	2152	1.54871e-05	1	64598	1967.99999999834	0.0	1.0	SUFU	38.92	38.91999816894531	38.92	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54871e-05	NFE
STX11	0.0	0	0	0.0	0	0	0.0	0.0	1.0	STX11	38.46	38.459999084472656	38.46	100.0	100.0	100.0	99.71	99.70999908447266	99.71	PASS	-0.0	0.0	0.0	NFE
STUB1	0.0	0	2152	3.09679e-05	2	64598	1967.9999999999	0.0	1.0	STUB1	38.46	38.459999084472656	38.46	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953004	-3.09679e-05	NFE
STT3B	0.0	0	0	0.0	0	0	0.0	0.0	1.0	STT3B	36.86	36.86000061035156	36.86	100.0	100.0	100.0	99.96	99.95999908447266	99.96	PASS	-0.0	0.0	0.0	NFE
STRC	0.0	0	2152	0.0001706285	11	64598	1967.99999999998	0.0	1.0	STRC	16.32	16.31999969482422	16.32	58.57	58.56999969482422	58.57	37.48	37.47999954223633	37.48	LOW_DP	-0.0	-3.294025094095318	-0.0001706285	NFE
SRSF2	0.0	0	2152	0.000232457	15	64598	1967.99999999973	0.0	1.0	SRSF2	38.49	38.4900016784668	38.49	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094095263	-0.000232457	NFE
STRADA	0.0	0	0	0.0	0	0	0.0	0.0	1.0	STRADA	35.36	35.36000061035156	35.36	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
STRA6	0.000464684	1	2152	0.0007127375	46	64598	1948.66637745045	-0.617120861553204	1.0	STRA6	35.33	35.33000183105469	35.33	100.0	100.0	100.0	96.21	96.20999908447266	96.21	PASS	-0.0	-3.2897374918448534	-0.00024805350000000004	NFE
STOML2	0.0	0	2152	3.09727e-05	2	64598	1967.9999999999	0.0	1.0	STOML2	35.71	35.709999084472656	35.71	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953004	-3.09727e-05	NFE
STN1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	STN1	38.59	38.59000015258789	38.59	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
STIM1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	STIM1	37.93	37.93000030517578	37.93	100.0	100.0	100.0	99.24	99.23999786376952	99.24	PASS	-0.0	0.0	0.0	NFE
STIL	0.0	0	2152	3.09713e-05	2	64598	1967.9999999999	0.0	1.0	STIL	39.35	39.34999847412109	39.35	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953004	-3.09713e-05	NFE
STAT5B	0.0	0	2152	1.55212e-05	1	64598	1967.99999999834	0.0	1.0	STAT5B	38.89	38.88999938964844	38.89	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.55212e-05	NFE
STAT2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	STAT2	35.53	35.529998779296875	35.53	100.0	100.0	100.0	98.9	98.9000015258789	98.9	PASS	-0.0	0.0	0.0	NFE
STAR	0.0	0	2152	0.0003251977	21	64598	1627.59291652805	0.0	1.0	STAR	36.64	36.63999938964844	36.64	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2115457910857237	-0.0003251977	NFE
STAMBP	0.0	0	2152	0.0003252541	21	64598	1627.59291652805	0.0	1.0	STAMBP	34.68	34.68000030517578	34.68	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2115457910857237	-0.0003252541	NFE
STAG3	0.0	0	0	0.0	0	0	0.0	0.0	1.0	STAG3	34.09	34.09000015258789	34.09	100.0	100.0	100.0	99.5	99.5	99.5	PASS	-0.0	0.0	0.0	NFE
STAC3	0.0	0	0	0.0	0	0	0.0	0.0	1.0	STAC3	37.46	37.459999084472656	37.46	100.0	100.0	100.0	98.07	98.06999969482422	98.07	PASS	-0.0	0.0	0.0	NFE
ST3GAL3	0.0	0	0	0.0	0	0	0.0	0.0	1.0	ST3GAL3	41.15	41.150001525878906	41.15	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
ST14	0.0	0	2152	1.54861e-05	1	64598	1967.99999999834	0.0	1.0	ST14	42.18	42.18000030517578	42.18	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.54861e-05	NFE
SMN2	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SMN2	12.68	12.68000030517578	12.68	60.5	60.5	60.5	27.7	27.700000762939453	27.7	LOW_DP	-0.0	0.0	0.0	NFE
SMG9	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SMG9	37.28	37.27999877929688	37.28	100.0	100.0	100.0	98.2	98.1999969482422	98.2	PASS	-0.0	0.0	0.0	NFE
SLC19A3	0.0	0	2152	0.0002013795	13	64598	1967.99999999973	0.0	1.0	SLC19A3	32.97	32.970001220703125	32.97	100.0	100.0	100.0	98.94	98.94000244140624	98.94	PASS	-0.0	-3.294025094095263	-0.0002013795	NFE
SLC2A2	0.0	0	2152	0.00010848	7	64598	1967.99999999942	0.0	1.0	SLC2A2	35.98	35.97999954223633	35.98	100.0	100.0	100.0	99.94	99.94000244140624	99.94	PASS	-0.0	-3.2940250940951947	-0.00010848	NFE
SLC25A4	0.0	0	2152	4.64742e-05	3	64598	1967.99999999687	0.0	1.0	SLC25A4	38.15	38.150001525878906	38.15	100.0	100.0	100.0	98.01	98.01000213623048	98.01	PASS	-0.0	-3.294025094094632	-4.64742e-05	NFE
SLC25A42	0.0	0	2152	1.55415e-05	1	64598	1967.99999999834	0.0	1.0	SLC25A42	38.68	38.68000030517578	38.68	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940949563	-1.55415e-05	NFE
SLC26A5	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SLC26A5	33.69	33.689998626708984	33.69	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SLC28A1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SLC28A1	35.09	35.09000015258789	35.09	100.0	100.0	100.0	96.5	96.5	96.5	PASS	-0.0	0.0	0.0	NFE
SLC29A3	0.0	0	2152	0.0002787265	18	64598	1800.31876911647	0.0	1.0	SLC29A3	41.74	41.7400016784668	41.74	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2553494092207043	-0.0002787265	NFE
SLC2A10	0.0	0	2152	0.0004026651	26	64598	1392.21477350342	0.0	1.0	SLC2A10	39.72	39.720001220703125	39.72	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.1437062379702168	-0.0004026651	NFE
SLC30A10	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SLC30A10	38.3	38.29999923706055	38.3	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SMG8	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SMG8	37.15	37.150001525878906	37.15	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SLC30A9	0.0	0	2152	7.74329e-05	5	64598	1967.99999999999	0.0	1.0	SLC30A9	37.11	37.11000061035156	37.11	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953204	-7.74329e-05	NFE
SLC33A1	0.0	0	2152	3.09713e-05	2	64598	1967.9999999999	0.0	1.0	SLC33A1	37.27	37.27000045776367	37.27	100.0	100.0	100.0	99.76	99.76000213623048	99.76	PASS	-0.0	-3.2940250940953004	-3.09713e-05	NFE
SLC34A1	0.000464684	1	2152	0.0005886753	38	64598	1967.99999999999	-0.341222124608879	1.0	SLC34A1	41.56	41.560001373291016	41.56	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953204	-0.0001239913	NFE
SLC34A2	0.0	0	2152	6.19785e-05	4	64598	1967.99999998629	0.0	1.0	SLC34A2	39.56	39.560001373291016	39.56	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.294025094092297	-6.19785e-05	NFE
SLC35A1	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SLC35A1	33.86	33.86000061035156	33.86	100.0	100.0	100.0	93.02	93.0199966430664	93.02	PASS	-0.0	0.0	0.0	NFE
SLC35A3	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SLC35A3	38.58	38.58000183105469	38.58	100.0	100.0	100.0	99.68	99.68000030517578	99.68	PASS	-0.0	0.0	0.0	NFE
SLC25A32	0.0	0	2152	0.0002790182	18	64598	1800.31876911647	0.0	1.0	SLC25A32	43.51	43.5099983215332	43.51	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2553494092207043	-0.0002790182	NFE
SLC25A3	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SLC25A3	42.96	42.959999084472656	42.96	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SLC25A26	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SLC25A26	35.75	35.75	35.75	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SLC25A21	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SLC25A21	36.85	36.84999847412109	36.85	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SLC25A20	0.0	0	2152	0.000139376	9	64598	1967.99999999999	0.0	1.0	SLC25A20	35.49	35.4900016784668	35.49	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953204	-0.000139376	NFE
SLC25A19	0.0	0	2152	6.19589e-05	4	64598	1967.99999998629	0.0	1.0	SLC25A19	37.2	37.20000076293945	37.2	100.0	100.0	100.0	98.55	98.5500030517578	98.55	PASS	-0.0	-3.294025094092297	-6.19589e-05	NFE
SLC25A15	0.0	0	2152	0.0001393917	9	64598	1967.99999999999	0.0	1.0	SLC25A15	39.93	39.93000030517578	39.93	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953204	-0.0001393917	NFE
SLC25A12	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SLC25A12	40.2	40.20000076293945	40.2	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SLC25A11	0.0	0	2152	0.0001238994	8	64598	1967.99999999027	0.0	1.0	SLC25A11	42.68	42.68000030517578	42.68	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940931755	-0.0001238994	NFE
SLC25A10	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SLC25A10	46.49	46.4900016784668	46.49	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	0.0	0.0	NFE
SLC25A1	0.0	0	2152	0.0001394124	9	64598	1967.99999999999	0.0	1.0	SLC25A1	38.2	38.20000076293945	38.2	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940953204	-0.0001394124	NFE
SLC24A5	0.0	0	2152	0.0002170689	14	64598	1967.99999999258	0.0	1.0	SLC24A5	36.82	36.81999969482422	36.82	100.0	100.0	100.0	100.0	100.0	100.0	PASS	-0.0	-3.2940250940936853	-0.0002170689	NFE
SLC24A4	0.0	0	0	0.0	0	0	0.0	0.0	1.0	SLC24A4	38.94	38.93999862670898	38.94	100.0	100.0	100.0	99.46	99.45999908447266	99.46	PASS	-0.0	0.0	0.0	NFE
SLC24A1	0.000464684	1	2152	0.000526627	34	64598	1967.99999999999	-0.180531518972772	1.0	SLC24A1	37.71	37.709999084472656	37.71	100.0	100.0	100.0	99.32	99.31999969482422	99.32	PASS	-0.0	-3.2940250940953204	-6.194300000000001e-05	NFE
