Symbol	POL SNP cum. AF	POL SNP cum. AC	POL SNP cum. AN	GnomAD NFE SNP cum. AF	GnomAD NFE SNP cum. AC	GnomAD NFE SNP cum. AN	P-value	Cum. SNP AF fold change	fisher_p	fisher_p_corr	fisher_q	symbol	min(mean_depth)	avg(mean_depth)	max(mean_depth)	min(pct10x)	avg(pct10x)	max(pct10x)	min(pct20x)	avg(pct20x)	max(pct20x)	FILTER	pscaled_fisher_p	pscaled_fisher_p_corr	pscaled_P-value	diff	greater_AF_in
MOCS1	0.000929368	2	2152	0.0002942531	19	64598	581.134623641257	1.65919235647682	0.1459616142715802	273.969949987756	1.0	MOCS1	36.56	36.560001373291016	36.56	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.835761342173909	-2.4377029304474376	-2.764276751206092	0.0006351149	PL
SERPINB8	0.000929368	2	2152	0.0002942564	19	64598	581.134623641257	1.65917617698053	0.1459616142715802	273.969949987756	1.0	SERPINB8	34.33	34.33000183105469	34.33	100.0	100.0	100.0	99.91	99.91000366210938	99.91	PASS	0.835761342173909	-2.4377029304474376	-2.764276751206092	0.0006351116	PL
TYR	0.006970268	15	2152	0.0047262731	305	64598	351.549290372934	0.560511131870423	0.14979063748067156	281.1570265512205	1.0	TYR	40.06	40.060001373291016	40.06	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.8245153309459778	-2.4489489416753685	-2.5459862256181798	0.0022439949	PL
DMGDH	0.000464684	1	2152	6.1931e-05	4	64598	734.222021142386	2.90751632427027	0.1511384877459287	283.6869414991082	1.0	DMGDH	35.89	35.88999938964844	35.89	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.82062492753894	-2.452839345082406	-2.8658274059337034	0.000402753	PL
POMK	0.000464684	1	2152	6.19368e-05	4	64598	734.222021142386	2.90738121843577	0.1511384877459287	283.6869414991082	1.0	POMK	35.49	35.4900016784668	35.49	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.82062492753894	-2.452839345082406	-2.8658274059337034	0.00040274719999999997	PL
LMOD3	0.000464684	1	2152	6.19684e-05	4	64598	734.222021142386	2.9066453467487	0.1511384877459287	283.6869414991082	1.0	LMOD3	32.61	32.61000061035156	32.61	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.82062492753894	-2.452839345082406	-2.8658274059337034	0.0004027156	PL
SUCLG1	0.000464684	1	2152	6.19434e-05	4	64598	734.222021142386	2.90722749270271	0.1511384877459287	283.6869414991082	1.0	SUCLG1	40.0	40.0	40.0	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.82062492753894	-2.452839345082406	-2.8658274059337034	0.0004027406	PL
ITGA7	0.000465983	1	2152	6.19949e-05	4	64598	734.222021142386	2.91005588098454	0.1511384877459287	283.6869414991082	1.0	ITGA7	35.98	35.97999954223633	35.98	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.82062492753894	-2.452839345082406	-2.8658274059337034	0.0004039881	PL
KIAA1109	0.000465116	1	2152	6.19632e-05	4	64598	734.222021142386	2.90810701238889	0.1511384877459287	283.6869414991082	1.0	KIAA1109	36.18	36.18000030517578	36.18	100.0	100.0	100.0	99.97	99.97000122070312	99.97	PASS	0.82062492753894	-2.452839345082406	-2.8658274059337034	0.0004031528	PL
ATP7B	0.00697026	15	2152	0.0047699962	308	64598	375.025353840614	0.547224354634214	0.1525875143690294	286.4067644706682	1.0	ATP7B	35.13	35.130001068115234	35.13	100.0	100.0	100.0	99.8	99.8000030517578	99.8	PASS	0.8164810015218721	-2.456983271099474	-2.5740606294900155	0.0022002637999999995	PL
SLURP1	0.000929368	2	2152	0.0003097866	20	64598	638.547099029063	1.5849752299646	0.15729555877495233	295.2437638205855	1.0	SLURP1	34.59	34.59000015258789	34.59	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.8032835394667359	-2.4701807331546104	-2.805192936202465	0.0006195814	PL
PIGN	0.001858734	4	2152	0.0009451138	61	64598	609.367275036103	0.975760365542623	0.15759909881346976	295.81350847288275	1.0	PIGN	36.04	36.040000915527344	36.04	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.8024462702313382	-2.471018002390008	-2.784879127515706	0.0009136201999999999	PL
M1AP	0.00604089	13	2152	0.00399529	258	64598	370.140289435988	0.59646089078649	0.16310934861906567	306.1562473579863	1.0	M1AP	34.48	34.47999954223633	34.48	100.0	100.0	100.0	99.61	99.61000061035156	99.61	PASS	0.7875211466401635	-2.4859431259811826	-2.5683663602299447	0.0020456	PL
NCR1	0.000929368	2	2152	0.0003252557	21	64598	696.203948973269	1.51467563090218	0.16878664150653439	316.81252610776505	1.0	NCR1	36.38	36.380001068115234	36.38	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7726619282646949	-2.5008023443566514	-2.8427364823387262	0.0006041123	PL
ALDOB	0.008828992	19	2152	0.0063811901	412	64598	397.051499255858	0.468423222237869	0.16899681580370493	317.20702326355416	1.0	ALDOB	31.72	31.71999931335449	31.72	100.0	100.0	100.0	96.95	96.9499969482422	96.95	PASS	0.772121478178682	-2.5013427944426643	-2.5988468402444913	0.002447801900000001	PL
CRAT	0.00185874	4	2152	0.0009763449	63	64598	665.715579060444	0.928862196545197	0.17005899093348356	319.20072598214864	1.0	CRAT	42.91	42.90999984741211	42.91	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7694004021930224	-2.504063870428324	-2.8232887204199235	0.0008823951	PL
DYSF	0.0	0	2152	0.0010532639	68	64598	460.716678166977	0.0	0.17594932189086526	330.2568771891541	1.0	DYSF	37.25	37.25	37.25	100.0	100.0	100.0	99.57	99.56999969482422	99.57	PASS	0.7546124025976036	-2.5188518700237426	-2.6634339342079225	-0.0010532639	NFE
OSGEP	0.0	0	2152	0.0010685887	69	64598	450.483001372235	0.0	0.17595784895161282	330.27288248217724	1.0	OSGEP	34.94	34.939998626708984	34.94	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7545913558231296	-2.5188729167982165	-2.6536784078577647	-0.0010685887	NFE
CTU2	0.0	0	2152	0.00108423	70	64598	440.509126053519	0.0	0.17617358549980916	330.6778199831418	1.0	CTU2	41.63	41.630001068115234	41.63	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7540592067731869	-2.5194050658481593	-2.643954910145637	-0.00108423	NFE
MMUT	0.0	0	2152	0.001084376	70	64598	440.509126053519	0.0	0.17617358549980916	330.6778199831418	1.0											PASS	0.7540592067731869	-2.5194050658481593	-2.643954910145637	-0.001084376	NFE
VWA1	0.0	0	2152	0.0010840302	70	64598	440.509126053519	0.0	0.17617358549980916	330.6778199831418	1.0	VWA1	39.66	39.65999984741211	39.66	100.0	100.0	100.0	99.87	99.87000274658205	99.87	PASS	0.7540592067731869	-2.5194050658481593	-2.643954910145637	-0.0010840302	NFE
PFN1	0.0	0	2152	0.0010844	70	64598	440.509126053519	0.0	0.17617358549980916	330.6778199831418	1.0	PFN1	43.5	43.5	43.5	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7540592067731869	-2.5194050658481593	-2.643954910145637	-0.0010844	NFE
COL4A4	0.001394052	3	2152	0.0006505075	42	64598	706.462507744946	1.09964678101446	0.17658898164358824	331.45751854501515	1.0	COL4A4	36.51	36.5099983215332	36.51	100.0	100.0	100.0	99.97	99.97000122070312	99.97	PASS	0.7530363979310095	-2.520427874690337	-2.849089118609856	0.0007435445	PL
NPHP3	0.0	0	2152	0.0011152857	72	64598	421.30894830686	0.0	0.177209777316768	332.6227520235736	1.0	NPHP3	35.81	35.810001373291016	35.81	100.0	100.0	100.0	99.89	99.88999938964844	99.89	PASS	0.7515123201601543	-2.521951952461192	-2.624600683335301	-0.0011152857	NFE
PDE6C	0.000464684	1	2152	7.75418e-05	5	64598	898.661157178957	2.58320384054318	0.17850757873131684	335.0587252786817	1.0	PDE6C	34.24	34.2400016784668	34.24	100.0	100.0	100.0	99.73	99.7300033569336	99.73	PASS	0.7483433407208651	-2.5251209319004815	-2.9535959705908246	0.0003871422	PL
MGP	0.000464684	1	2152	7.74641e-05	5	64598	898.661157178957	2.58465020373408	0.17850757873131684	335.0587252786817	1.0	MGP	36.47	36.470001220703125	36.47	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7483433407208651	-2.5251209319004815	-2.9535959705908246	0.0003872199	PL
COL11A1	0.000464684	1	2152	7.74329e-05	5	64598	898.661157178957	2.58523139105061	0.17850757873131684	335.0587252786817	1.0	COL11A1	36.34	36.34000015258789	36.34	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7483433407208651	-2.5251209319004815	-2.9535959705908246	0.0003872511	PL
JAK3	0.000464684	1	2152	7.74737e-05	5	64598	898.661157178957	2.58447142396039	0.17850757873131684	335.0587252786817	1.0	JAK3	37.59	37.59000015258789	37.59	100.0	100.0	100.0	98.55	98.5500030517578	98.55	PASS	0.7483433407208651	-2.5251209319004815	-2.9535959705908246	0.00038721029999999997	PL
LIPE	0.000464684	1	2152	7.74272e-05	5	64598	898.661157178957	2.58533759480144	0.17850757873131684	335.0587252786817	1.0	LIPE	39.62	39.619998931884766	39.62	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7483433407208651	-2.5251209319004815	-2.9535959705908246	0.0003872568	PL
DLD	0.000464684	1	2152	7.74405e-05	5	64598	898.661157178957	2.58508979821002	0.17850757873131684	335.0587252786817	1.0	DLD	37.45	37.45000076293945	37.45	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7483433407208651	-2.5251209319004815	-2.9535959705908246	0.00038724349999999996	PL
TKT	0.000464684	1	2152	7.7421e-05	5	64598	898.661157178957	2.58545312354841	0.17850757873131684	335.0587252786817	1.0	TKT	41.41	41.40999984741211	41.41	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7483433407208651	-2.5251209319004815	-2.9535959705908246	0.000387263	PL
TUB	0.000465549	1	2152	7.74445e-05	5	64598	898.661157178957	2.58769833284485	0.17850757873131684	335.0587252786817	1.0	TUB	40.07	40.06999969482422	40.07	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7483433407208651	-2.5251209319004815	-2.9535959705908246	0.0003881045	PL
GRN	0.000464684	1	2152	7.74713e-05	5	64598	898.661157178957	2.58451611682687	0.17850757873131684	335.0587252786817	1.0	GRN	44.01	44.0099983215332	44.01	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7483433407208651	-2.5251209319004815	-2.9535959705908246	0.0003872127	PL
KPTN	0.0	0	2152	0.0011623433	75	64598	394.266300232241	0.0	0.18021314630103918	338.26007560705057	1.0	KPTN	36.96	36.959999084472656	36.96	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7442135310165091	-2.5292507416048373	-2.5957896574976496	-0.0011623433	NFE
HEXB	0.0	0	2152	0.0011772795	76	64598	385.693075190486	0.0	0.18158414216158936	340.83343483730323	1.0	HEXB	36.93	36.93000030517578	36.93	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7409220813239058	-2.5325421912974404	-2.5862418415272868	-0.0011772795	NFE
PKLR	0.0	0	2152	0.0012083012	78	64598	369.169642021964	0.0	0.1848564070156116	346.975475968303	1.0	PKLR	33.28	33.279998779296875	33.28	100.0	100.0	100.0	95.7	95.6999969482422	95.7	PASS	0.7331654924357239	-2.5402987801856223	-2.5672259804242397	-0.0012083012	NFE
NDUFAF8	0.0	0	2152	0.0012078785	78	64598	369.169642021964	0.0	0.1848564070156116	346.975475968303	1.0	NDUFAF8	40.97	40.970001220703125	40.97	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7331654924357239	-2.5402987801856223	-2.5672259804242397	-0.0012078785	NFE
SGCA	0.0	0	2152	0.0012390949	80	64598	353.437263297434	0.0	0.18880875063852762	354.39402494851635	1.0	SGCA	39.45	39.45000076293945	39.45	100.0	100.0	100.0	99.52	99.5199966430664	99.52	PASS	0.7239778815106319	-2.5494863911107144	-2.5483123357517132	-0.0012390949	NFE
TSEN54	0.000464684	1	2152	0.0017818947	115	64598	449.281016867176	-1.93909020824025	0.19028905039867822	357.172547598319	1.0	TSEN54	36.95	36.95000076293945	36.95	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7205862011414953	-2.552878071479851	-2.652518069062641	-0.0013172107	NFE
USH2A	0.004646838	10	2152	0.0071873396	464	64598	403.830608363271	-0.629208504759392	0.19180018582514557	360.00894879379825	1.0	USH2A	35.13	35.130001068115234	35.13	100.0	100.0	100.0	99.54	99.54000091552734	99.54	PASS	0.7171509763999943	-2.556313296221352	-2.6061992332294195	-0.0025405016	NFE
DNAAF3	0.000929368	2	2152	0.0003564582	23	64598	811.456357813077	1.38251706158625	0.19215387601511477	360.67282528037043	1.0	DNAAF3	44.29	44.290000915527344	44.29	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.716350850778095	-2.557113421843251	-2.9092651673284426	0.0005729098	PL
GBA	0.010687728	23	2152	0.0142898896	923	64598	376.398590106289	-0.419039573422687	0.19330500257349761	362.833489830455	1.0	GBA	28.09	28.09000015258789	28.09	85.93	85.93000030517578	85.93	73.15	73.1500015258789	73.15	LOW_DP	0.7137569066442215	-2.5597073659771246	-2.5756479880012195	-0.003602161599999999	NFE
CYP1B1	0.000464684	1	2152	0.0019047254	123	64598	383.696931913827	-2.03526114665397	0.19479473776616574	365.6297227870931	1.0	CYP1B1	40.05	40.04999923706055	40.05	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7104227794388461	-2.5630414931825003	-2.5839883265420167	-0.0014400414000000001	NFE
DAAM2	0.000464684	1	2152	0.0019206169	124	64598	376.232742168158	-2.04724790147708	0.1958874179279295	367.6806834507237	1.0	DAAM2	36.13	36.130001068115234	36.13	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.7079934583388893	-2.565470814282457	-2.5754565879293847	-0.0014559329000000001	NFE
FAH	0.001394052	3	2152	0.0006977168	45	64598	819.992599825571	0.998570899500984	0.201190615987908	377.6347862093033	1.0	FAH	39.22	39.220001220703125	39.22	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.696392279678297	-2.5770719929430492	-2.9138099330307634	0.0006963352	PL
ASL	0.001858736	4	2152	0.0037021253	239	64598	425.374462869999	-0.994031848720773	0.20165515182768168	378.5067199805585	1.0	ASL	43.45	43.45000076293945	43.45	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6953906782844148	-2.5780735943369315	-2.6287714137107003	-0.0018433892999999999	NFE
RCBTB1	0.000929368	2	2152	0.0003717794	24	64598	868.726915085121	1.32180313693604	0.20398991607881636	382.8890724799383	1.0	RCBTB1	36.87	36.869998931884766	36.87	100.0	100.0	100.0	99.08	99.08000183105467	99.08	PASS	0.6903913007092404	-2.583072971912106	-2.9388832771269726	0.0005575885999999999	PL
HSPA9	0.000464684	1	2152	9.29204e-05	6	64598	1046.18998146487	2.32218270109828	0.2049946290545	384.7749187352965	1.0	HSPA9	35.81	35.810001373291016	35.81	100.0	100.0	100.0	99.91	99.91000366210938	99.91	PASS	0.6882575174932709	-2.5852067551280755	-3.0196105568161	0.0003717636	PL
COL1A2	0.000464684	1	2152	9.29334e-05	6	64598	1046.18998146487	2.32198087540989	0.2049946290545	384.7749187352965	1.0	COL1A2	36.26	36.2599983215332	36.26	100.0	100.0	100.0	99.96	99.95999908447266	99.96	PASS	0.6882575174932709	-2.5852067551280755	-3.0196105568161	0.0003717506	PL
PIGW	0.000464684	1	2152	9.2931e-05	6	64598	1046.18998146487	2.32201813341195	0.2049946290545	384.7749187352965	1.0	PIGW	40.49	40.4900016784668	40.49	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6882575174932709	-2.5852067551280755	-3.0196105568161	0.000371753	PL
TF	0.000464684	1	2152	9.29286e-05	6	64598	1046.18998146487	2.32205539237622	0.2049946290545	384.7749187352965	1.0	TF	37.98	37.97999954223633	37.98	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6882575174932709	-2.5852067551280755	-3.0196105568161	0.0003717554	PL
ATF6	0.000464684	1	2152	9.29478e-05	6	64598	1046.18998146487	2.32175734760148	0.2049946290545	384.7749187352965	1.0	ATF6	37.21	37.209999084472656	37.21	100.0	100.0	100.0	99.71	99.70999908447266	99.71	PASS	0.6882575174932709	-2.5852067551280755	-3.0196105568161	0.00037173619999999997	PL
ITPA	0.000464684	1	2152	9.29474e-05	6	64598	1046.18998146487	2.32176355623965	0.2049946290545	384.7749187352965	1.0	ITPA	38.72	38.720001220703125	38.72	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6882575174932709	-2.5852067551280755	-3.0196105568161	0.0003717366	PL
NPHP4	0.0009298	2	2152	0.0003871939	25	64598	925.584659763777	1.26386420183185	0.2159027580149197	405.2494767940043	1.0	NPHP4	41.41	41.40999984741211	41.41	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6657418098056019	-2.6077224628157443	-2.9664161481961235	0.0005426061	PL
FAN1	0.000929368	2	2152	0.0003871969	25	64598	925.584659763777	1.26318256876297	0.2159027580149197	405.2494767940043	1.0	FAN1	35.78	35.779998779296875	35.78	100.0	100.0	100.0	99.94	99.94000244140624	99.94	PASS	0.6657418098056019	-2.6077224628157443	-2.9664161481961235	0.0005421711	PL
CEP290	0.001394484	3	2152	0.0030548067	197	64598	447.725747265767	-1.13134971174908	0.2255008994922422	423.2651883469386	1.0	CEP290	37.09	37.09000015258789	37.09	100.0	100.0	100.0	98.87	98.87000274658205	98.87	PASS	0.6468517214412837	-2.6266125511800626	-2.651012069978538	-0.0016603227	NFE
EIF2B2	0.00139405	3	2152	0.000743557	48	64598	934.73787463696	0.906767060335681	0.22652863555318686	425.1942489333317	1.0	EIF2B2	36.39	36.38999938964844	36.39	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6448768908844106	-2.628587381736936	-2.970689840221107	0.0006504929999999999	PL
NCAPD2	0.000929368	2	2152	0.000402626	26	64598	981.923776649681	1.20680963200024	0.22787515737809122	427.72167039867725	1.0	NCAPD2	36.31	36.310001373291016	36.31	100.0	100.0	100.0	99.83	99.83000183105467	99.83	PASS	0.6423030183987863	-2.63116125422256	-2.992077776315205	0.000526742	PL
FIG4	0.000929368	2	2152	0.0004028245	26	64598	981.923776649681	1.20609853933492	0.22787515737809122	427.72167039867725	1.0	FIG4	36.46	36.459999084472656	36.46	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6423030183987863	-2.63116125422256	-2.992077776315205	0.0005265434999999999	PL
ELP1	0.000464684	1	2152	0.0001084033	7	64598	1179.05328260107	2.09984129512033	0.23062805218611512	432.88885395333807	1.0	ELP1	35.41	35.40999984741211	35.41	100.0	100.0	100.0	99.35	99.3499984741211	99.35	PASS	0.6370878689030814	-2.636376403718265	-3.0715334317420364	0.00035628069999999996	PL
NTRK1	0.000464684	1	2152	0.0001084124	7	64598	1179.05328260107	2.09972019203711	0.23062805218611512	432.88885395333807	1.0	NTRK1	38.23	38.22999954223633	38.23	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6370878689030814	-2.636376403718265	-3.0715334317420364	0.0003562716	PL
NDE1	0.000464684	1	2152	0.00010843	7	64598	1179.05328260107	2.09948599952886	0.23062805218611512	432.88885395333807	1.0	NDE1	37.6	37.59999847412109	37.6	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6370878689030814	-2.636376403718265	-3.0715334317420364	0.00035625399999999997	PL
RAG2	0.000465116	1	2152	0.0001084046	7	64598	1179.05328260107	2.10116459268622	0.23062805218611512	432.88885395333807	1.0	RAG2	36.34	36.34000015258789	36.34	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6370878689030814	-2.636376403718265	-3.0715334317420364	0.00035671140000000004	PL
FKBP10	0.000464684	1	2152	0.0001085757	7	64598	1179.05328260107	2.09754871678428	0.23062805218611512	432.88885395333807	1.0	FKBP10	37.17	37.16999816894531	37.17	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6370878689030814	-2.636376403718265	-3.0715334317420364	0.0003561083	PL
TTC37	0.000464684	1	2152	0.000108457	7	64598	1179.05328260107	2.09912680080966	0.23062805218611512	432.88885395333807	1.0	TTC37	34.78	34.779998779296875	34.78	100.0	100.0	100.0	99.02	99.0199966430664	99.02	PASS	0.6370878689030814	-2.636376403718265	-3.0715334317420364	0.000356227	PL
HPDL	0.000464684	1	2152	0.000108457	7	64598	1179.05328260107	2.09912680080966	0.23062805218611512	432.88885395333807	1.0	HPDL	43.52	43.52000045776367	43.52	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6370878689030814	-2.636376403718265	-3.0715334317420364	0.000356227	PL
HPS4	0.000464684	1	2152	0.0001084238	7	64598	1179.05328260107	2.09956849482528	0.23062805218611512	432.88885395333807	1.0	HPS4	36.4	36.400001525878906	36.4	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6370878689030814	-2.636376403718265	-3.0715334317420364	0.00035626019999999997	PL
DCDC2	0.000464684	1	2152	0.0001084239	7	64598	1179.05328260107	2.09956716421856	0.23062805218611512	432.88885395333807	1.0	DCDC2	37.84	37.84000015258789	37.84	100.0	100.0	100.0	99.72	99.72000122070312	99.72	PASS	0.6370878689030814	-2.636376403718265	-3.0715334317420364	0.0003562601	PL
TIMM22	0.00464684	10	2152	0.00695262	449	64598	483.443607844628	-0.581306769415767	0.23313802196970201	437.6000672371307	1.0	TIMM22	37.39	37.38999938964844	37.39	100.0	100.0	100.0	99.22	99.22000122070312	99.22	PASS	0.6323868925667384	-2.641077380054608	-2.6843458223068546	-0.0023057799999999995	NFE
ABCA1	0.00139405	3	2152	0.0007636902	49	64598	973.053957221539	0.868222891202967	0.23510732805783968	441.29645476456506	1.0	ABCA1	36.27	36.27000045776367	36.27	100.0	100.0	100.0	98.58	98.58000183105467	98.58	PASS	0.6287338341439499	-2.644730438477396	-2.988136923180845	0.0006303598	PL
TTC21B	0.000929368	2	2152	0.0004182987	27	64598	1037.65593362998	1.15171645648429	0.23989090085250422	450.27522090015043	1.0	TTC21B	37.07	37.06999969482422	37.07	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6199862246644802	-2.6534780479568663	-3.016053373843308	0.0005110693	PL
ATP13A2	0.000929368	2	2152	0.0004182646	27	64598	1037.65593362998	1.1518340707782	0.23989090085250422	450.27522090015043	1.0	ATP13A2	41.92	41.91999816894531	41.92	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6199862246644802	-2.6534780479568663	-3.016053373843308	0.0005111034	PL
MPO	0.01580316	34	2152	0.0129199716	835	64598	556.745214455115	0.290610169781311	0.24519459699224233	460.2302585544389	1.0	MPO	38.92	38.91999816894531	38.92	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6104891039835894	-2.662975168637757	-2.7456564927116105	0.0028831884	PL
PRKDC	0.00304878	7	2152	0.00216969	140	64598	773.366030481472	0.490743120557359	0.24522533392066564	460.28795176908943	1.0	PRKDC	36.97	36.970001220703125	36.97	100.0	100.0	100.0	99.88	99.87999725341795	99.88	PASS	0.6104346654194898	-2.6630296072018567	-2.8883850920990235	0.0008790899999999999	PL
AK7	0.000929368	2	2152	0.00236967	153	64598	481.64729923338	-1.35036428760962	0.24987896156030354	469.02281084868974	1.0	AK7	39.86	39.86000061035156	39.86	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6022703075506	-2.6711939650707466	-2.6827291293863724	-0.001440302	NFE
PEX1	0.000929368	2	2152	0.0023698139	153	64598	481.64729923338	-1.35045189369535	0.24987896156030354	469.02281084868974	1.0	PEX1	35.52	35.52000045776367	35.52	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.6022703075506	-2.6711939650707466	-2.6827291293863724	-0.0014404459000000001	NFE
CTNS	0.001394052	3	2152	0.0007934832	51	64598	1049.56308057685	0.813012793582766	0.25242557823213957	473.80281034172594	1.0	CTNS	43.47	43.470001220703125	43.47	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5978666402272464	-2.6755976323941	-3.021008545560787	0.0006005688000000001	PL
ZBTB24	0.000464684	1	2152	0.0001238715	8	64598	1299.3841203212	1.90740567631273	0.2554353464119518	479.45214521523354	1.0	ZBTB24	35.18	35.18000030517578	35.18	100.0	100.0	100.0	99.98	99.9800033569336	99.98	PASS	0.592719006487168	-2.680745266134178	-3.113737554980514	0.00034081249999999997	PL
MPDU1	0.000465116	1	2152	0.000123909	8	64598	1299.3841203212	1.90830958953286	0.2554353464119518	479.45214521523354	1.0	MPDU1	33.69	33.689998626708984	33.69	100.0	100.0	100.0	99.38	99.37999725341795	99.38	PASS	0.592719006487168	-2.680745266134178	-3.113737554980514	0.000341207	PL
TMEM199	0.000464684	1	2152	0.0001239277	8	64598	1299.3841203212	1.90675127982809	0.2554353464119518	479.45214521523354	1.0	TMEM199	37.32	37.31999969482422	37.32	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.592719006487168	-2.680745266134178	-3.113737554980514	0.0003407563	PL
TSEN2	0.000465116	1	2152	0.0001238961	8	64598	1299.3841203212	1.90845979439986	0.2554353464119518	479.45214521523354	1.0	TSEN2	38.1	38.09999847412109	38.1	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.592719006487168	-2.680745266134178	-3.113737554980514	0.0003412199	PL
BUB1B	0.000464684	1	2152	0.0001239137	8	64598	1299.3841203212	1.90691426898643	0.2554353464119518	479.45214521523354	1.0	BUB1B	36.7	36.70000076293945	36.7	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.592719006487168	-2.680745266134178	-3.113737554980514	0.0003407703	PL
TTC19	0.000464684	1	2152	0.0001239368	8	64598	1299.3841203212	1.9066453467487	0.2554353464119518	479.45214521523354	1.0	TTC19	37.72	37.720001220703125	37.72	100.0	100.0	100.0	99.86	99.86000061035156	99.86	PASS	0.592719006487168	-2.680745266134178	-3.113737554980514	0.0003407472	PL
COL4A3	0.001395351	3	2152	0.0008054738	52	64598	1087.68983281945	0.79271850944945	0.26115288054513475	490.1839567832179	1.0	COL4A3	36.29	36.290000915527344	36.29	100.0	100.0	100.0	99.58	99.58000183105467	99.58	PASS	0.5831051794844353	-2.690359093136911	-3.0365050689840984	0.0005898772	PL
ALOXE3	0.003717474	8	2152	0.0024316488	157	64598	633.883724931267	0.612387774925242	0.26149099595197484	490.8185994018568	1.0	ALOXE3	37.64	37.63999938964844	37.64	100.0	100.0	100.0	99.94	99.94000244140624	99.94	PASS	0.5825432608146643	-2.690921011806682	-2.802009601332978	0.0012858252	PL
PIEZO1	0.0	0	2152	0.000867642	56	64598	607.236472969877	0.0	0.265771867958031	498.85379615722417	1.0	PIEZO1	46.68	46.68000030517578	46.68	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5754909911780386	-2.6979732814433075	-2.783357849076226	-0.000867642	NFE
TRNT1	0.0	0	2152	0.0008831826	57	64598	593.113220873081	0.0	0.2658982811448372	499.0910737088594	1.0	TRNT1	37.79	37.790000915527344	37.79	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5752844700837213	-2.698179802537625	-2.773137604843031	-0.0008831826	NFE
COASY	0.0	0	2152	0.0008829489	57	64598	593.113220873081	0.0	0.2658982811448372	499.0910737088594	1.0	COASY	38.55	38.54999923706055	38.55	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5752844700837213	-2.698179802537625	-2.773137604843031	-0.0008829489	NFE
POMT1	0.0	0	2152	0.0008827351	57	64598	593.113220873081	0.0	0.2658982811448372	499.0910737088594	1.0	POMT1	40.9	40.900001525878906	40.9	100.0	100.0	100.0	100.0	100.0	100.0	PASS	0.5752844700837213	-2.698179802537625	-2.773137604843031	-0.0008827351	NFE
