symbol	min(mean_depth)	avg(mean_depth)	max(mean_depth)	min(pct10x)	avg(pct10x)	max(pct10x)	min(pct20x)	avg(pct20x)	max(pct20x)
CCDC153	34.35	34.349998474121094	34.35	100.0	100.0	100.0	100.0	100.0	100.0
LMNTD1	33.95	33.95000076293945	33.95	100.0	100.0	100.0	100.0	100.0	100.0
GSDMB	33.81	33.810001373291016	33.81	100.0	100.0	100.0	98.62	98.62000274658203	98.62
GRAMD1B	36.28	36.279998779296875	36.28	100.0	100.0	100.0	99.85	99.8499984741211	99.85
LOC105374626	38.49	38.4900016784668	38.49	100.0	100.0	100.0	97.97	97.97000122070312	97.97
LOC105374985	32.41	32.40999984741211	32.41	100.0	100.0	100.0	100.0	100.0	100.0
LOC105372071	40.97	40.970001220703125	40.97	100.0	100.0	100.0	100.0	100.0	100.0
LOC107986524	35.3	35.29999923706055	35.3	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374973	32.41	32.40999984741211	32.41	100.0	100.0	100.0	99.05	99.05000305175781	99.05
LOC105375931	35.98	35.97999954223633	35.98	100.0	100.0	100.0	100.0	100.0	100.0
LOC105378401	39.55	39.54999923706055	39.55	100.0	100.0	100.0	100.0	100.0	100.0
LOC107984028	37.53	37.529998779296875	37.53	100.0	100.0	100.0	100.0	100.0	100.0
LOC105378927	38.05	38.04999923706055	38.05	100.0	100.0	100.0	100.0	100.0	100.0
LOC105378606	38.99	38.9900016784668	38.99	97.52	97.5199966430664	97.52	96.36	96.36000061035156	96.36
C18orf12	49.09	49.09000015258789	49.09	100.0	100.0	100.0	100.0	100.0	100.0
GVQW3	35.71	35.709999084472656	35.71	100.0	100.0	100.0	95.92	95.91999816894531	95.92
LOC390877	41.16	41.15999984741211	41.16	100.0	100.0	100.0	100.0	100.0	100.0
SNORC	38.79	38.790000915527344	38.79	100.0	100.0	100.0	99.83	99.83000183105469	99.83
LOC107987048	37.46	37.459999084472656	37.46	100.0	100.0	100.0	100.0	100.0	100.0
LOC105372798	37.3	37.29999923706055	37.3	100.0	100.0	100.0	100.0	100.0	100.0
LINC00710	41.5	41.5	41.5	100.0	100.0	100.0	100.0	100.0	100.0
PTTG1IP	43.8	43.79999923706055	43.8	100.0	100.0	100.0	100.0	100.0	100.0
CSNK1G3	37.82	37.81999969482422	37.82	100.0	100.0	100.0	99.76	99.76000213623047	99.76
CAPZB	42.01	42.0099983215332	42.01	100.0	100.0	100.0	100.0	100.0	100.0
CDK5	38.96	38.959999084472656	38.96	100.0	100.0	100.0	100.0	100.0	100.0
DDX27	35.04	35.040000915527344	35.04	100.0	100.0	100.0	99.37	99.37000274658203	99.37
ZFP64	42.78	42.779998779296875	42.78	100.0	100.0	100.0	100.0	100.0	100.0
LINC01322	32.98	32.97999954223633	32.98	100.0	100.0	100.0	100.0	100.0	100.0
LINC01090	33.9	33.900001525878906	33.9	100.0	100.0	100.0	100.0	100.0	100.0
LINC02492	39.08	39.08000183105469	39.08	100.0	100.0	100.0	100.0	100.0	100.0
GPR68	40.95	40.95000076293945	40.95	100.0	100.0	100.0	100.0	100.0	100.0
LINC00970	40.32	40.31999969482422	40.32	100.0	100.0	100.0	100.0	100.0	100.0
MIR6770-1	34.32	34.31999969482422	34.32	100.0	100.0	100.0	100.0	100.0	100.0
SERPING1	35.2	35.20000076293945	35.2	100.0	100.0	100.0	97.36	97.36000061035156	97.36
CXCL8	37.35	37.349998474121094	37.35	100.0	100.0	100.0	100.0	100.0	100.0
RBMY2EP	13.41	13.40999984741211	13.41	92.51	92.51000213623047	92.51	3.18	3.180000066757202	3.18
PER4	36.24	36.2400016784668	36.24	100.0	100.0	100.0	100.0	100.0	100.0
USP32P1	70.33	70.33000183105469	70.33	100.0	100.0	100.0	100.0	100.0	100.0
CDK13	36.17	36.16999816894531	36.17	100.0	100.0	100.0	98.39	98.38999938964844	98.39
MAP7	35.47	35.470001220703125	35.47	100.0	100.0	100.0	100.0	100.0	100.0
KDM5C	19.75	19.75	19.75	98.82	98.81999969482422	98.82	52.55	52.54999923706055	52.55
ACVR1B	36.86	36.86000061035156	36.86	100.0	100.0	100.0	99.54	99.54000091552734	99.54
DIP2B	37.64	37.63999938964844	37.64	100.0	100.0	100.0	99.58	99.58000183105469	99.58
LOC101928733	36.55	36.54999923706055	36.55	100.0	100.0	100.0	100.0	100.0	100.0
CYB561A3	36.75	36.75	36.75	100.0	100.0	100.0	100.0	100.0	100.0
SAC3D1	46.97	46.970001220703125	46.97	100.0	100.0	100.0	100.0	100.0	100.0
DHX38	38.6	38.599998474121094	38.6	100.0	100.0	100.0	100.0	100.0	100.0
CYSTM1	39.21	39.209999084472656	39.21	100.0	100.0	100.0	100.0	100.0	100.0
HNRNPA0	36.84	36.84000015258789	36.84	100.0	100.0	100.0	99.26	99.26000213623047	99.26
ASCC3	37.3	37.29999923706055	37.3	100.0	100.0	100.0	100.0	100.0	100.0
XYLT1	35.26	35.2599983215332	35.26	100.0	100.0	100.0	99.22	99.22000122070312	99.22
KCNK15	41.52	41.52000045776367	41.52	100.0	100.0	100.0	100.0	100.0	100.0
SERTM1	35.78	35.779998779296875	35.78	100.0	100.0	100.0	98.97	98.97000122070312	98.97
IFT80	34.76	34.7599983215332	34.76	100.0	100.0	100.0	99.93	99.93000030517578	99.93
SRD5A3	36.47	36.470001220703125	36.47	100.0	100.0	100.0	99.8	99.80000305175781	99.8
MORC4	16.93	16.93000030517578	16.93	97.29	97.29000091552734	97.29	28.27	28.270000457763672	28.27
PEAK1	37.19	37.189998626708984	37.19	100.0	100.0	100.0	100.0	100.0	100.0
TRMT2B	17.56	17.559999465942383	17.56	93.2	93.19999694824219	93.2	32.64	32.63999938964844	32.64
CGGBP1	37.82	37.81999969482422	37.82	100.0	100.0	100.0	100.0	100.0	100.0
ACSF2	35.99	35.9900016784668	35.99	100.0	100.0	100.0	99.91	99.91000366210938	99.91
ITIH5	37.46	37.459999084472656	37.46	100.0	100.0	100.0	98.8	98.80000305175781	98.8
LRRC27	38.97	38.970001220703125	38.97	100.0	100.0	100.0	99.54	99.54000091552734	99.54
NRIP2	36.58	36.58000183105469	36.58	100.0	100.0	100.0	100.0	100.0	100.0
MSL3	18.37	18.3700008392334	18.37	100.0	100.0	100.0	34.84	34.84000015258789	34.84
SUN5	32.46	32.459999084472656	32.46	100.0	100.0	100.0	95.93	95.93000030517578	95.93
AUTS2	38.63	38.630001068115234	38.63	100.0	100.0	100.0	98.24	98.23999786376953	98.24
LOX	39.61	39.61000061035156	39.61	100.0	100.0	100.0	99.7	99.69999694824219	99.7
LOC101928416	35.91	35.90999984741211	35.91	100.0	100.0	100.0	100.0	100.0	100.0
LOC101929073	35.6	35.599998474121094	35.6	100.0	100.0	100.0	100.0	100.0	100.0
PGM5P4-AS1	35.84	35.84000015258789	35.84	100.0	100.0	100.0	99.89	99.88999938964844	99.89
LOC101928786	42.5	42.5	42.5	100.0	100.0	100.0	100.0	100.0	100.0
GLOD5	17.54	17.540000915527344	17.54	91.45	91.44999694824219	91.45	27.14	27.139999389648438	27.14
GSG1	35.24	35.2400016784668	35.24	100.0	100.0	100.0	97.27	97.2699966430664	97.27
LOC100505795	30.47	30.469999313354492	30.47	100.0	100.0	100.0	99.29	99.29000091552734	99.29
UBASH3A	38.39	38.38999938964844	38.39	100.0	100.0	100.0	100.0	100.0	100.0
TMPRSS4	34.51	34.5099983215332	34.51	100.0	100.0	100.0	100.0	100.0	100.0
BOK-AS1	36.62	36.619998931884766	36.62	100.0	100.0	100.0	99.15	99.1500015258789	99.15
SH3GL1P1	41.56	41.560001373291016	41.56	100.0	100.0	100.0	100.0	100.0	100.0
LINC01704	40.21	40.209999084472656	40.21	100.0	100.0	100.0	100.0	100.0	100.0
LOC105373348	20.56	20.559999465942383	20.56	100.0	100.0	100.0	66.39	66.38999938964844	66.39
FCER1A	39.99	39.9900016784668	39.99	100.0	100.0	100.0	100.0	100.0	100.0
JUN	39.16	39.15999984741211	39.16	100.0	100.0	100.0	98.47	98.47000122070312	98.47
KPNA3	38.12	38.119998931884766	38.12	100.0	100.0	100.0	100.0	100.0	100.0
EAF1	33.98	33.97999954223633	33.98	100.0	100.0	100.0	99.84	99.83999633789062	99.84
GZMH	38.16	38.15999984741211	38.16	100.0	100.0	100.0	100.0	100.0	100.0
TSSK2	36.47	36.470001220703125	36.47	100.0	100.0	100.0	100.0	100.0	100.0
LINC01123	2.42	2.4200000762939453	2.42	6.99	6.989999771118164	6.99	2.86	2.859999895095825	2.86
TTC3-AS1	32.97	32.970001220703125	32.97	100.0	100.0	100.0	87.92	87.91999816894531	87.92
HECTD4	37.82	37.81999969482422	37.82	100.0	100.0	100.0	99.75	99.75	99.75
HHIPL1	38.45	38.45000076293945	38.45	100.0	100.0	100.0	100.0	100.0	100.0
LOC102724152	36.0	36.0	36.0	100.0	100.0	100.0	100.0	100.0	100.0
DCHS2	38.8	38.79999923706055	38.8	100.0	100.0	100.0	100.0	100.0	100.0
OXNAD1	37.95	37.95000076293945	37.95	100.0	100.0	100.0	100.0	100.0	100.0
CMBL	37.25	37.25	37.25	100.0	100.0	100.0	97.87	97.87000274658203	97.87
ZC3H18	39.58	39.58000183105469	39.58	100.0	100.0	100.0	100.0	100.0	100.0
OR2T6	33.95	33.95000076293945	33.95	100.0	100.0	100.0	100.0	100.0	100.0
LOC105370671	34.54	34.540000915527344	34.54	100.0	100.0	100.0	100.0	100.0	100.0
LINC02404	37.07	37.06999969482422	37.07	100.0	100.0	100.0	100.0	100.0	100.0
LOC100129297	33.46	33.459999084472656	33.46	100.0	100.0	100.0	100.0	100.0	100.0
LINC02258	36.44	36.439998626708984	36.44	100.0	100.0	100.0	100.0	100.0	100.0
MIR4532	31.35	31.350000381469727	31.35	100.0	100.0	100.0	100.0	100.0	100.0
MIR4742	42.62	42.619998931884766	42.62	100.0	100.0	100.0	100.0	100.0	100.0
MIR3688-2	24.77	24.770000457763672	24.77	100.0	100.0	100.0	100.0	100.0	100.0
LINC00862	37.1	37.099998474121094	37.1	100.0	100.0	100.0	100.0	100.0	100.0
LOC105371980	39.06	39.060001373291016	39.06	100.0	100.0	100.0	100.0	100.0	100.0
LOC102723932	36.36	36.36000061035156	36.36	100.0	100.0	100.0	100.0	100.0	100.0
LOC102724680	38.39	38.38999938964844	38.39	100.0	100.0	100.0	100.0	100.0	100.0
MIR6829	21.34	21.34000015258789	21.34	100.0	100.0	100.0	95.52	95.5199966430664	95.52
MIR7107	43.29	43.290000915527344	43.29	100.0	100.0	100.0	100.0	100.0	100.0
LOC101929413	36.94	36.939998626708984	36.94	100.0	100.0	100.0	100.0	100.0	100.0
BRINP1	41.19	41.189998626708984	41.19	100.0	100.0	100.0	100.0	100.0	100.0
SAFB2	38.64	38.63999938964844	38.64	100.0	100.0	100.0	97.8	97.80000305175781	97.8
ZNF432	36.62	36.619998931884766	36.62	100.0	100.0	100.0	100.0	100.0	100.0
GGA2	34.92	34.91999816894531	34.92	100.0	100.0	100.0	99.78	99.77999877929688	99.78
SARM1	38.83	38.83000183105469	38.83	100.0	100.0	100.0	100.0	100.0	100.0
SEPT6	16.06	16.899999618530273	17.74	96.6	97.07500076293945	97.55	14.73	23.469999313354492	32.21
C19orf84	37.05	37.04999923706055	37.05	100.0	100.0	100.0	100.0	100.0	100.0
DEFB130B	1.27	1.2699999809265137	1.27	0.0	0.0	0.0	0.0	0.0	0.0
TTC16	40.46	40.459999084472656	40.46	100.0	100.0	100.0	100.0	100.0	100.0
ACBD5	37.75	37.75	37.75	100.0	100.0	100.0	99.15	99.1500015258789	99.15
CHMP7	41.66	41.65999984741211	41.66	100.0	100.0	100.0	100.0	100.0	100.0
PAQR4	44.09	44.09000015258789	44.09	100.0	100.0	100.0	100.0	100.0	100.0
FOXO3B	40.5	40.5	40.5	100.0	100.0	100.0	99.75	99.75	99.75
LINC01551	40.77	40.77000045776367	40.77	100.0	100.0	100.0	100.0	100.0	100.0
LOC105372186	34.15	34.150001525878906	34.15	100.0	100.0	100.0	100.0	100.0	100.0
LOC105372208	34.15	34.150001525878906	34.15	100.0	100.0	100.0	100.0	100.0	100.0
LOC105372332	34.08	34.08000183105469	34.08	100.0	100.0	100.0	100.0	100.0	100.0
LOC105378881	19.86	19.860000610351562	19.86	99.71	99.70999908447266	99.71	46.92	46.91999816894531	46.92
LOC107986868	35.66	35.65999984741211	35.66	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374139	37.67	37.66999816894531	37.67	100.0	100.0	100.0	100.0	100.0	100.0
LINC01750	37.34	37.34000015258789	37.34	100.0	100.0	100.0	97.29	97.29000091552734	97.29
UQCRHL	32.99	32.9900016784668	32.99	100.0	100.0	100.0	100.0	100.0	100.0
LOC112268449	35.14	35.13999938964844	35.14	100.0	100.0	100.0	100.0	100.0	100.0
LOC105378369	35.65	35.650001525878906	35.65	100.0	100.0	100.0	100.0	100.0	100.0
LOC100310756	62.39	62.38999938964844	62.39	100.0	100.0	100.0	100.0	100.0	100.0
LOC105370056	34.97	34.970001220703125	34.97	100.0	100.0	100.0	100.0	100.0	100.0
LOC105375277	35.84	35.84000015258789	35.84	100.0	100.0	100.0	100.0	100.0	100.0
LOC105375748	33.1	33.099998474121094	33.1	100.0	100.0	100.0	100.0	100.0	100.0
LOC107986198	36.75	36.75	36.75	100.0	100.0	100.0	100.0	100.0	100.0
LOC107985159	37.48	37.47999954223633	37.48	100.0	100.0	100.0	100.0	100.0	100.0
LOC102724528	31.97	31.969999313354492	31.97	100.0	100.0	100.0	92.95	92.94999694824219	92.95
LOC105372923	35.03	35.029998779296875	35.03	100.0	100.0	100.0	100.0	100.0	100.0
LOC105373225	34.58	34.58000183105469	34.58	100.0	100.0	100.0	100.0	100.0	100.0
TMEM52	38.9	38.900001525878906	38.9	100.0	100.0	100.0	100.0	100.0	100.0
GOLGA6L3	24.22	24.219999313354492	24.22	91.27	91.2699966430664	91.27	76.32	76.31999969482422	76.32
MDH1B	36.31	36.310001373291016	36.31	100.0	100.0	100.0	100.0	100.0	100.0
LOC105370236	36.71	36.709999084472656	36.71	100.0	100.0	100.0	100.0	100.0	100.0
LOC105377848	38.62	38.619998931884766	38.62	100.0	100.0	100.0	100.0	100.0	100.0
LOC105370932	43.77	43.77000045776367	43.77	100.0	100.0	100.0	100.0	100.0	100.0
LINC00517	35.43	35.43000030517578	35.43	100.0	100.0	100.0	100.0	100.0	100.0
GTF2IP23	32.95	32.95000076293945	32.95	100.0	100.0	100.0	100.0	100.0	100.0
LOC100128594	13.97	13.970000267028809	13.97	65.16	65.16000366210938	65.16	23.47	23.469999313354492	23.47
USP17L6P	69.25	69.25	69.25	92.15	92.1500015258789	92.15	88.05	88.05000305175781	88.05
LOC646976	35.39	35.38999938964844	35.39	100.0	100.0	100.0	98.33	98.33000183105469	98.33
LOC107987245	36.99	36.9900016784668	36.99	100.0	100.0	100.0	100.0	100.0	100.0
LOC107987112	33.31	33.310001373291016	33.31	100.0	100.0	100.0	100.0	100.0	100.0
LOC105375387	31.77	31.770000457763672	31.77	100.0	100.0	100.0	99.31	99.30999755859375	99.31
LOC101927050	51.31	51.310001373291016	51.31	100.0	100.0	100.0	100.0	100.0	100.0
LOC105375974	39.87	39.869998931884766	39.87	100.0	100.0	100.0	100.0	100.0	100.0
LOC100130451	39.19	39.189998626708984	39.19	100.0	100.0	100.0	100.0	100.0	100.0
LOC107985430	36.71	36.709999084472656	36.71	100.0	100.0	100.0	100.0	100.0	100.0
LOC102724701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LOC107985563	39.73	39.72999954223633	39.73	100.0	100.0	100.0	100.0	100.0	100.0
PMEL	37.52	37.52000045776367	37.52	100.0	100.0	100.0	100.0	100.0	100.0
LOC105376658	39.92	39.91999816894531	39.92	100.0	100.0	100.0	100.0	100.0	100.0
LOC105369677	34.34	34.34000015258789	34.34	100.0	100.0	100.0	99.57	99.56999969482422	99.57
LOC105373437	35.36	35.36000061035156	35.36	100.0	100.0	100.0	100.0	100.0	100.0
LOC105373510	36.11	36.11000061035156	36.11	100.0	100.0	100.0	99.35	99.3499984741211	99.35
LOC105373584	39.65	39.650001525878906	39.65	100.0	100.0	100.0	99.39	99.38999938964844	99.39
LARGE2	41.07	41.06999969482422	41.07	100.0	100.0	100.0	100.0	100.0	100.0
LOC105373397	36.09	36.09000015258789	36.09	100.0	100.0	100.0	98.29	98.29000091552734	98.29
LOC105374031	36.26	36.2599983215332	36.26	100.0	100.0	100.0	100.0	100.0	100.0
LOC105377438	33.95	33.95000076293945	33.95	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374384	40.03	40.029998779296875	40.03	100.0	100.0	100.0	100.0	100.0	100.0
MAP2K4P1	15.23	15.229999542236328	15.23	95.98	95.9800033569336	95.98	12.6	12.600000381469727	12.6
MIR146A	34.68	34.68000030517578	34.68	100.0	100.0	100.0	100.0	100.0	100.0
MIR944	36.53	36.529998779296875	36.53	100.0	100.0	100.0	100.0	100.0	100.0
MIR1180	57.29	57.290000915527344	57.29	100.0	100.0	100.0	100.0	100.0	100.0
LOC112268157	0.41	0.4099999964237213	0.41	0.0	0.0	0.0	0.0	0.0	0.0
LOC107984089	37.96	37.959999084472656	37.96	100.0	100.0	100.0	100.0	100.0	100.0
KRTAP1-4	42.37	42.369998931884766	42.37	100.0	100.0	100.0	100.0	100.0	100.0
LOC102725044	32.87	32.869998931884766	32.87	100.0	100.0	100.0	100.0	100.0	100.0
LOC105370469	38.67	38.66999816894531	38.67	100.0	100.0	100.0	99.72	99.72000122070312	99.72
RDH13	39.95	39.95000076293945	39.95	100.0	100.0	100.0	100.0	100.0	100.0
CENPS-CORT	42.69	42.689998626708984	42.69	100.0	100.0	100.0	100.0	100.0	100.0
CBY3	50.48	50.47999954223633	50.48	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374707	34.6	34.599998474121094	34.6	100.0	100.0	100.0	100.0	100.0	100.0
LOC105374931	38.55	38.54999923706055	38.55	100.0	100.0	100.0	100.0	100.0	100.0
LOC105375009	34.5	34.5	34.5	100.0	100.0	100.0	100.0	100.0	100.0
MIR670HG	28.73	28.729999542236328	28.73	100.0	100.0	100.0	99.56	99.55999755859375	99.56
MIR34AHG	38.84	38.84000015258789	38.84	100.0	100.0	100.0	99.83	99.83000183105469	99.83
PEX5	35.44	35.439998626708984	35.44	100.0	100.0	100.0	99.66	99.66000366210938	99.66
LOC107986676	41.15	41.150001525878906	41.15	100.0	100.0	100.0	100.0	100.0	100.0
ADGRD2	42.64	42.63999938964844	42.64	100.0	100.0	100.0	99.73	99.7300033569336	99.73
CDKN2B-AS1	37.28	37.279998779296875	37.28	100.0	100.0	100.0	99.61	99.61000061035156	99.61
PI4KAP1	26.82	26.81999969482422	26.82	88.05	88.05000305175781	88.05	66.48	66.4800033569336	66.48
NBPF22P	35.64	35.63999938964844	35.64	100.0	100.0	100.0	99.14	99.13999938964844	99.14
EGFEM1P	37.08	37.08000183105469	37.08	100.0	100.0	100.0	100.0	100.0	100.0
PPP1R14D	36.23	36.22999954223633	36.23	100.0	100.0	100.0	100.0	100.0	100.0
TIPIN	37.12	37.119998931884766	37.12	100.0	100.0	100.0	99.61	99.61000061035156	99.61
LINC02506	31.42	31.420000076293945	31.42	100.0	100.0	100.0	100.0	100.0	100.0
ID2-AS1	32.66	32.65999984741211	32.66	100.0	100.0	100.0	95.7	95.69999694824219	95.7
LINC00993	39.49	39.4900016784668	39.49	100.0	100.0	100.0	100.0	100.0	100.0
LOC101927190	34.03	34.029998779296875	34.03	100.0	100.0	100.0	95.98	95.9800033569336	95.98
FANCA	41.02	41.02000045776367	41.02	100.0	100.0	100.0	100.0	100.0	100.0
RHAG	37.24	37.2400016784668	37.24	100.0	100.0	100.0	100.0	100.0	100.0
IL4R	39.84	39.84000015258789	39.84	100.0	100.0	100.0	100.0	100.0	100.0
HEXA	37.78	37.779998779296875	37.78	100.0	100.0	100.0	99.34	99.33999633789062	99.34
C7	36.04	36.040000915527344	36.04	100.0	100.0	100.0	100.0	100.0	100.0
IGFBP3	41.78	41.779998779296875	41.78	100.0	100.0	100.0	100.0	100.0	100.0
TTTY18	14.3	14.300000190734863	14.3	85.52	85.5199966430664	85.52	28.51	28.510000228881836	28.51
LOC154449	36.87	36.869998931884766	36.87	99.77	99.7699966430664	99.77	90.83	90.83000183105469	90.83
AGPS	38.63	38.630001068115234	38.63	100.0	100.0	100.0	100.0	100.0	100.0
TNFSF13	39.0	39.0	39.0	100.0	100.0	100.0	100.0	100.0	100.0
CHRNA6	34.92	34.91999816894531	34.92	100.0	100.0	100.0	96.33	96.33000183105469	96.33
WDR72	37.04	37.040000915527344	37.04	100.0	100.0	100.0	99.93	99.93000030517578	99.93
PRSS48	33.54	33.540000915527344	33.54	100.0	100.0	100.0	100.0	100.0	100.0
NOXO1	45.96	45.959999084472656	45.96	100.0	100.0	100.0	100.0	100.0	100.0
LOC101927486	30.55	30.549999237060547	30.55	100.0	100.0	100.0	94.62	94.62000274658203	94.62
NDUFAF6	39.59	39.59000015258789	39.59	100.0	100.0	100.0	100.0	100.0	100.0
OIT3	36.31	36.310001373291016	36.31	100.0	100.0	100.0	100.0	100.0	100.0
CILP2	47.41	47.40999984741211	47.41	100.0	100.0	100.0	100.0	100.0	100.0
RGL4	37.64	37.63999938964844	37.64	100.0	100.0	100.0	100.0	100.0	100.0
KLRC4	32.19	32.189998626708984	32.19	100.0	100.0	100.0	100.0	100.0	100.0
SNUPN	38.26	38.2599983215332	38.26	100.0	100.0	100.0	100.0	100.0	100.0
ERAL1	36.21	36.209999084472656	36.21	100.0	100.0	100.0	100.0	100.0	100.0
ARPC4	43.83	43.83000183105469	43.83	100.0	100.0	100.0	98.93	98.93000030517578	98.93
APC2	43.86	43.86000061035156	43.86	100.0	100.0	100.0	100.0	100.0	100.0
PCP4	32.27	32.27000045776367	32.27	100.0	100.0	100.0	100.0	100.0	100.0
MRPL41	37.14	37.13999938964844	37.14	100.0	100.0	100.0	100.0	100.0	100.0
LOXL3	36.03	36.029998779296875	36.03	100.0	100.0	100.0	100.0	100.0	100.0
ATG4C	33.12	33.119998931884766	33.12	100.0	100.0	100.0	99.49	99.48999786376953	99.49
RUVBL2	41.97	41.970001220703125	41.97	100.0	100.0	100.0	100.0	100.0	100.0
CYP46A1	41.02	41.02000045776367	41.02	100.0	100.0	100.0	97.93	97.93000030517578	97.93
TMEM8A	42.17	42.16999816894531	42.17	100.0	100.0	100.0	100.0	100.0	100.0
NSUN3	35.32	35.31999969482422	35.32	100.0	100.0	100.0	99.68	99.68000030517578	99.68
XPO4	36.79	36.790000915527344	36.79	100.0	100.0	100.0	100.0	100.0	100.0
HIPK2	36.63	36.630001068115234	36.63	100.0	100.0	100.0	99.12	99.12000274658203	99.12
TRIM7	42.47	42.470001220703125	42.47	100.0	100.0	100.0	100.0	100.0	100.0
UBL4B	36.84	36.84000015258789	36.84	100.0	100.0	100.0	100.0	100.0	100.0
LOC107985555	39.36	39.36000061035156	39.36	100.0	100.0	100.0	100.0	100.0	100.0
HIP1	39.62	39.619998931884766	39.62	99.98	99.9800033569336	99.98	99.07	99.06999969482422	99.07
SFTPA1	38.19	38.189998626708984	38.19	100.0	100.0	100.0	100.0	100.0	100.0
SAE1	32.84	32.84000015258789	32.84	100.0	100.0	100.0	99.92	99.91999816894531	99.92
ACKR3	38.05	38.04999923706055	38.05	100.0	100.0	100.0	100.0	100.0	100.0
LEFTY1	38.92	38.91999816894531	38.92	100.0	100.0	100.0	100.0	100.0	100.0
BMP5	37.14	37.13999938964844	37.14	100.0	100.0	100.0	100.0	100.0	100.0
GRAMD2B	34.45	34.45000076293945	34.45	100.0	100.0	100.0	100.0	100.0	100.0
GALNT12	36.96	36.959999084472656	36.96	100.0	100.0	100.0	100.0	100.0	100.0
RHEX	43.54	43.540000915527344	43.54	100.0	100.0	100.0	100.0	100.0	100.0
RPS19BP1	43.35	43.349998474121094	43.35	100.0	100.0	100.0	100.0	100.0	100.0
MLX	38.6	38.599998474121094	38.6	100.0	100.0	100.0	100.0	100.0	100.0
FCRL2	34.9	34.900001525878906	34.9	100.0	100.0	100.0	100.0	100.0	100.0
MRPS15	36.21	36.209999084472656	36.21	100.0	100.0	100.0	100.0	100.0	100.0
PUS7L	37.44	37.439998626708984	37.44	100.0	100.0	100.0	100.0	100.0	100.0
MRPS5	37.32	37.31999969482422	37.32	100.0	100.0	100.0	99.94	99.94000244140625	99.94
ARMC10	32.16	32.15999984741211	32.16	100.0	100.0	100.0	91.0	91.0	91.0
ASS1	40.85	40.849998474121094	40.85	100.0	100.0	100.0	100.0	100.0	100.0
NPAS1	40.31	40.310001373291016	40.31	100.0	100.0	100.0	100.0	100.0	100.0
PLGLB2	19.32	19.31999969482422	19.32	75.7	75.69999694824219	75.7	35.81	35.810001373291016	35.81
RGS12	42.22	42.220001220703125	42.22	100.0	100.0	100.0	99.89	99.88999938964844	99.89
CXCL6	37.74	37.7400016784668	37.74	100.0	100.0	100.0	100.0	100.0	100.0
SEMG2	34.28	34.279998779296875	34.28	100.0	100.0	100.0	98.49	98.48999786376953	98.49
TPSAB1	28.3	28.299999237060547	28.3	96.98	96.9800033569336	96.98	71.61	71.61000061035156	71.61
HIST1H2AK	40.28	40.279998779296875	40.28	100.0	100.0	100.0	100.0	100.0	100.0
TNFRSF1B	40.99	40.9900016784668	40.99	100.0	100.0	100.0	100.0	100.0	100.0
GRXCR2	39.96	39.959999084472656	39.96	100.0	100.0	100.0	100.0	100.0	100.0
AP4B1-AS1	38.91	38.90999984741211	38.91	100.0	100.0	100.0	100.0	100.0	100.0
LOC100129027	40.55	40.54999923706055	40.55	100.0	100.0	100.0	100.0	100.0	100.0
ST6GALNAC1	39.05	39.04999923706055	39.05	100.0	100.0	100.0	100.0	100.0	100.0
SAGE1	19.45	19.450000762939453	19.45	98.82	98.81999969482422	98.82	40.28	40.279998779296875	40.28
ADARB2	40.4	40.400001525878906	40.4	100.0	100.0	100.0	99.63	99.62999725341797	99.63
DDX49	35.15	35.150001525878906	35.15	100.0	100.0	100.0	93.08	93.08000183105469	93.08
LINC02372	34.3	34.29999923706055	34.3	100.0	100.0	100.0	100.0	100.0	100.0
LOC105372518	29.84	29.84000015258789	29.84	100.0	100.0	100.0	89.84	89.83999633789062	89.84
OPRK1	41.07	41.06999969482422	41.07	100.0	100.0	100.0	99.78	99.77999877929688	99.78
RPL32	33.12	33.119998931884766	33.12	100.0	100.0	100.0	99.7	99.69999694824219	99.7
CDH3	39.26	39.2599983215332	39.26	100.0	100.0	100.0	100.0	100.0	100.0
CKM	37.77	37.77000045776367	37.77	100.0	100.0	100.0	99.88	99.87999725341797	99.88
KCNN4	35.73	35.72999954223633	35.73	100.0	100.0	100.0	100.0	100.0	100.0
SNW1	37.55	37.54999923706055	37.55	100.0	100.0	100.0	100.0	100.0	100.0
SYDE1	42.15	42.150001525878906	42.15	100.0	100.0	100.0	100.0	100.0	100.0
ZNF479	33.27	33.27000045776367	33.27	100.0	100.0	100.0	100.0	100.0	100.0
SMDT1	34.09	34.09000015258789	34.09	100.0	100.0	100.0	99.3	99.30000305175781	99.3
LOC643711	36.39	36.38999938964844	36.39	100.0	100.0	100.0	100.0	100.0	100.0
LINC00342	33.37	33.369998931884766	33.37	100.0	100.0	100.0	99.36	99.36000061035156	99.36
FAM90A2P	48.55	48.54999923706055	48.55	65.82	65.81999969482422	65.82	65.82	65.81999969482422	65.82
B3GNT5	34.29	34.290000915527344	34.29	100.0	100.0	100.0	100.0	100.0	100.0
PHF20L1	35.34	35.34000015258789	35.34	100.0	100.0	100.0	100.0	100.0	100.0
PRR23C	38.7	38.70000076293945	38.7	100.0	100.0	100.0	100.0	100.0	100.0
